Date,Open,High,Low,Close,Adj Close,Volume
2012-08-13,140.600006,140.839996,140.039993,140.770004,125.269653,79426900
2012-08-14,141.289993,141.380005,140.369995,140.789993,125.287376,102379400
2012-08-15,140.639999,141.190002,140.550003,140.949997,125.429794,71085900
2012-08-16,141.149994,142.160004,140.800003,141.990005,126.355309,112014200
2012-08-17,142.229996,142.300003,141.860001,142.179993,126.524361,90813700
2012-08-20,141.979996,142.220001,141.589996,142.190002,126.533279,78255700
2012-08-21,142.539993,143.089996,141.449997,141.759995,126.150597,105581100
2012-08-22,141.399994,142.050003,141.070007,141.820007,126.203987,133243500
2012-08-23,141.470001,141.479996,140.440002,140.660004,125.171738,111466400
2012-08-24,140.309998,141.830002,140.220001,141.509995,125.928123,99481200
2012-08-27,141.889999,142.080002,141.339996,141.539993,125.954811,68785900
2012-08-28,141.179993,141.839996,140.970001,141.399994,125.830246,75689600
2012-08-29,141.520004,141.889999,141.119995,141.509995,125.928123,65421300
2012-08-30,140.899994,140.940002,140.190002,140.490005,125.020454,96589900
2012-08-31,141.289993,141.820007,140.360001,141.160004,125.616692,151970400
2012-09-04,141.039993,141.460007,140.130005,141.029999,125.500977,120226200
2012-09-05,141.089996,141.470001,140.630005,140.910004,125.394180,100660300
2012-09-06,141.759995,143.779999,141.750000,143.770004,127.939255,158272500
2012-09-07,144.009995,144.389999,143.880005,144.330002,128.437622,107272100
2012-09-10,144.190002,144.440002,143.460007,143.509995,127.707893,86458500
2012-09-11,143.600006,144.369995,143.559998,143.910004,128.063843,88760000
2012-09-12,144.389999,144.550003,143.899994,144.389999,128.491013,87640900
2012-09-13,144.369995,147.039993,143.990005,146.589996,130.448730,225470200
2012-09-14,146.880005,148.110001,146.759995,147.240005,131.027206,169777000
2012-09-17,146.940002,147.190002,146.369995,146.740005,130.582260,119427800
2012-09-18,146.490005,146.809998,146.250000,146.619995,130.475449,98326600
2012-09-19,146.789993,147.169998,146.410004,146.699997,130.546616,128318300
2012-09-20,146.029999,146.789993,145.630005,146.710007,130.555557,154009800
2012-09-21,146.639999,146.669998,145.809998,145.869995,130.500977,108737500
2012-09-24,145.149994,145.979996,145.039993,145.649994,130.304184,95682000
2012-09-25,145.960007,146.240005,144.059998,144.100006,128.917480,133165200
2012-09-26,144.070007,144.110001,142.949997,143.289993,128.192810,146502200
2012-09-27,143.889999,144.970001,143.509995,144.639999,129.400543,111830300
2012-09-28,144.089996,144.559998,143.460007,143.970001,128.801178,150696100
2012-10-01,144.520004,145.690002,144.009995,144.350006,129.141098,135911200
2012-10-02,144.919998,145.149994,143.830002,144.500000,129.275360,113422200
2012-10-03,144.889999,145.429993,144.130005,145.089996,129.803146,121283100
2012-10-04,145.639999,146.339996,145.440002,146.130005,130.733612,124311600
2012-10-05,146.910004,147.160004,145.699997,146.139999,130.742508,124842100
2012-10-08,145.600006,146.119995,145.309998,145.639999,130.295227,78415400
2012-10-09,145.529999,145.649994,144.149994,144.199997,129.006927,148872900
2012-10-10,144.179993,144.320007,143.089996,143.279999,128.183868,124247500
2012-10-11,144.279999,144.490005,143.330002,143.360001,128.255447,123601500
2012-10-12,143.460007,143.949997,142.580002,142.889999,127.834984,124181900
2012-10-15,143.229996,144.229996,142.770004,144.080002,128.899582,107689100
2012-10-16,144.759995,145.639999,144.660004,145.539993,130.205734,108815500
2012-10-17,145.639999,146.320007,145.419998,146.199997,130.796219,128834100
2012-10-18,145.820007,146.520004,145.330002,145.820007,130.456299,148108500
2012-10-19,145.550003,145.559998,143.050003,143.389999,128.282242,185645200
2012-10-22,143.149994,143.669998,142.279999,143.410004,128.300186,125578600
2012-10-23,141.860001,142.059998,140.830002,141.419998,126.519852,192056300
2012-10-24,141.929993,142.100006,140.800003,141.020004,126.162003,120179400
2012-10-25,142.020004,142.279999,140.570007,141.429993,126.528763,134457400
2012-10-26,141.300003,141.839996,140.389999,141.350006,126.457214,146023500
2012-10-31,141.850006,142.029999,140.679993,141.350006,126.457214,103438500
2012-11-01,141.649994,143.009995,141.520004,142.830002,127.781288,100995600
2012-11-02,143.679993,143.720001,141.410004,141.559998,126.645073,137702200
2012-11-05,141.350006,142.169998,140.929993,141.850006,126.904564,98378500
2012-11-06,142.279999,143.520004,142.130005,142.960007,127.897591,107068100
2012-11-07,141.660004,141.679993,139.059998,139.720001,124.998947,264304500
2012-11-08,139.699997,140.410004,137.929993,138.039993,123.495941,181517300
2012-11-09,137.619995,139.440002,137.550003,138.160004,123.603310,201055300
2012-11-12,138.589996,138.809998,137.960007,138.270004,123.701744,97677500
2012-11-13,137.539993,139.250000,137.360001,137.789993,123.272293,123018300
2012-11-14,138.210007,138.429993,135.619995,135.929993,121.608284,191505000
2012-11-15,135.979996,136.490005,135.179993,135.699997,121.402466,178128400
2012-11-16,135.899994,136.639999,134.699997,136.369995,122.001907,239483900
2012-11-19,137.899994,139.149994,136.410004,139.130005,124.471115,151495800
2012-11-20,138.910004,139.419998,138.080002,139.190002,124.524811,119807400
2012-11-21,139.309998,139.570007,139.029999,139.449997,124.757408,81710800
2012-11-23,140.130005,141.399994,140.039993,141.350006,126.457214,65409200
2012-11-26,140.649994,141.360001,140.190002,141.050003,126.188835,100124400
2012-11-27,140.910004,141.389999,140.240005,140.330002,125.544701,128646200
2012-11-28,139.759995,141.539993,139.000000,141.460007,126.555618,177086500
2012-11-29,141.990005,142.509995,141.369995,142.119995,127.146057,151085900
2012-11-30,142.139999,142.419998,141.660004,142.149994,127.172935,136568300
2012-12-03,142.800003,142.919998,141.339996,141.449997,126.546684,124656300
2012-12-04,141.440002,141.869995,140.869995,141.250000,126.367752,127512200
2012-12-05,141.369995,142.160004,140.369995,141.500000,126.591408,147300500
2012-12-06,141.369995,142.039993,141.160004,141.979996,127.020836,103220600
2012-12-07,142.529999,142.690002,141.669998,142.410004,127.405525,108726400
2012-12-10,142.210007,142.809998,142.149994,142.470001,127.459251,98840700
2012-12-11,143.059998,144.110001,142.990005,143.440002,128.327026,152570400
2012-12-12,144.000000,144.550003,143.309998,143.509995,128.389618,145880100
2012-12-13,143.419998,143.830002,142.270004,142.630005,127.602356,135715000
2012-12-14,142.320007,142.580002,141.880005,142.100006,127.128235,137701700
2012-12-17,142.470001,143.850006,142.429993,143.770004,128.622208,143238200
2012-12-18,144.000000,145.500000,143.789993,145.369995,130.053665,177762800
2012-12-19,145.529999,145.580002,144.240005,144.289993,129.087433,150895400
2012-12-20,144.380005,145.139999,143.979996,145.119995,129.829971,168487000
2012-12-21,142.169998,144.089996,141.940002,142.789993,128.651535,245883800
2012-12-24,142.479996,142.559998,142.190002,142.350006,128.255112,53874600
2012-12-26,142.639999,142.710007,141.350006,141.750000,127.714508,106947700
2012-12-27,141.789993,142.080002,139.919998,141.559998,127.543289,167920600
2012-12-28,140.639999,141.419998,139.869995,140.029999,126.164772,148806700
2012-12-31,139.660004,142.559998,139.539993,142.410004,128.309158,243935200
2013-01-02,145.110001,146.149994,144.729996,146.059998,131.597702,192059000
2013-01-03,145.990005,146.369995,145.339996,145.729996,131.300415,144761800
2013-01-04,145.970001,146.610001,145.669998,146.369995,131.877060,116817700
2013-01-07,145.850006,146.110001,145.429993,145.970001,131.516647,110002500
2013-01-08,145.710007,145.910004,144.979996,145.550003,131.138199,121265100
2013-01-09,145.869995,146.320007,145.639999,145.919998,131.471634,90745600
2013-01-10,146.729996,147.089996,145.970001,147.080002,132.516754,130735400
2013-01-11,147.039993,147.149994,146.610001,147.070007,132.507706,113917300
2013-01-14,146.889999,147.070007,146.429993,146.970001,132.417664,89567200
2013-01-15,146.289993,147.210007,146.199997,147.070007,132.507706,93172600
2013-01-16,146.770004,147.279999,146.610001,147.050003,132.489746,104849500
2013-01-17,147.699997,148.419998,147.149994,148.000000,133.345642,133833500
2013-01-18,147.970001,148.490005,147.429993,148.330002,133.642975,169906000
2013-01-22,148.330002,149.130005,147.979996,149.130005,134.363708,111797300
2013-01-23,149.130005,149.500000,148.860001,149.369995,134.579987,104596100
2013-01-24,149.149994,150.139999,149.009995,149.410004,134.616074,146426400
2013-01-25,149.880005,150.250000,149.369995,150.250000,135.372833,147211600
2013-01-28,150.289993,150.330002,149.509995,150.070007,135.210693,113357700
2013-01-29,149.770004,150.850006,149.669998,150.660004,135.742264,105694400
2013-01-30,150.639999,150.940002,149.929993,150.070007,135.210693,137447700
2013-01-31,149.889999,150.380005,149.600006,149.699997,134.877319,108975800
2013-02-01,150.649994,151.419998,150.389999,151.240005,136.264847,131173000
2013-02-04,150.320007,151.270004,149.429993,149.539993,134.733170,159073600
2013-02-05,150.350006,151.479996,150.289993,151.050003,136.093658,113912400
2013-02-06,150.520004,151.259995,150.410004,151.160004,136.192749,138762800
2013-02-07,151.210007,151.350006,149.860001,150.960007,136.012573,162490000
2013-02-08,151.220001,151.889999,151.220001,151.800003,136.769379,103133700
2013-02-11,151.740005,151.899994,151.389999,151.770004,136.742371,73775000
2013-02-12,151.779999,152.300003,151.610001,152.020004,136.967590,65392700
2013-02-13,152.330002,152.610001,151.720001,152.149994,137.084702,82322600
2013-02-14,151.690002,152.470001,151.520004,152.289993,137.210861,80834300
2013-02-15,152.429993,152.589996,151.550003,152.110001,137.048721,215226500
2013-02-19,152.369995,153.279999,152.160004,153.250000,138.075836,95105400
2013-02-20,153.139999,153.190002,151.259995,151.339996,136.354935,160574800
2013-02-21,150.960007,151.419998,149.940002,150.419998,135.526031,183257000
2013-02-22,151.149994,151.889999,150.490005,151.889999,136.850464,106356600
2013-02-25,152.630005,152.860001,149.000000,149.000000,134.246628,245824800
2013-02-26,149.720001,150.199997,148.729996,150.020004,135.165649,186596200
2013-02-27,149.889999,152.330002,149.759995,151.910004,136.868484,150781900
2013-02-28,151.899994,152.869995,151.410004,151.610001,136.598221,126866000
2013-03-01,151.089996,152.339996,150.410004,152.110001,137.048721,170634800
2013-03-04,151.759995,152.919998,151.520004,152.919998,137.778473,99010200
2013-03-05,153.660004,154.699997,153.639999,154.289993,139.012848,121431900
2013-03-06,154.839996,154.919998,154.160004,154.500000,139.202072,94469900
2013-03-07,154.699997,154.979996,154.520004,154.779999,139.454300,86101400
2013-03-08,155.460007,155.649994,154.660004,155.440002,140.048950,123477800
2013-03-11,155.320007,156.039993,155.130005,156.029999,140.580582,83746800
2013-03-12,155.919998,156.100006,155.210007,155.679993,140.265182,105755800
2013-03-13,155.759995,156.119995,155.229996,155.899994,140.463409,92550900
2013-03-14,156.309998,156.800003,155.910004,156.729996,141.211182,126329900
2013-03-15,155.850006,156.039993,155.309998,155.830002,141.024811,138601100
2013-03-18,154.339996,155.639999,154.199997,154.970001,140.246490,126704300
2013-03-19,155.300003,155.509995,153.589996,154.610001,139.920731,167567300
2013-03-20,155.520004,155.949997,155.259995,155.690002,140.898132,113759300
2013-03-21,154.759995,155.639999,154.100006,154.360001,139.694473,128605000
2013-03-22,154.850006,155.600006,154.729996,155.600006,140.816666,111163600
2013-03-25,156.009995,156.270004,154.350006,154.949997,140.228409,151322300
2013-03-26,155.589996,156.229996,155.419998,156.190002,141.350632,86856600
2013-03-27,155.259995,156.240005,155.000000,156.190002,141.350632,99950600
2013-03-28,156.089996,156.850006,155.750000,156.669998,141.785004,102932800
2013-04-01,156.589996,156.910004,155.669998,156.050003,141.223892,99194100
2013-04-02,156.610001,157.210007,156.369995,156.820007,141.920731,101504300
2013-04-03,156.910004,157.029999,154.820007,155.229996,140.481781,154167400
2013-04-04,155.429993,156.169998,155.089996,155.860001,141.051987,131885000
2013-04-05,153.949997,155.350006,153.770004,155.160004,140.418457,159666000
2013-04-08,155.270004,156.220001,154.750000,156.210007,141.368683,86571200
2013-04-09,156.500000,157.320007,155.979996,156.750000,141.857407,101922200
2013-04-10,157.169998,158.869995,157.130005,158.669998,143.594986,135711100
2013-04-11,158.699997,159.710007,158.539993,159.190002,144.065582,110142500
2013-04-12,158.679993,159.039993,157.919998,158.800003,143.712631,116359900
2013-04-15,158.000000,158.130005,155.100006,155.119995,140.382263,217259000
2013-04-16,156.289993,157.490005,155.910004,157.410004,142.454712,147507800
2013-04-17,156.289993,156.320007,154.279999,155.110001,140.373230,226834800
2013-04-18,155.369995,155.410004,153.550003,154.139999,139.495392,167583200
2013-04-19,154.500000,155.550003,154.119995,155.479996,140.708054,149687600
2013-04-22,155.779999,156.539993,154.750000,156.169998,141.332504,106553500
2013-04-23,156.949997,157.929993,156.169998,157.779999,142.789520,166141300
2013-04-24,157.830002,158.300003,157.539993,157.880005,142.880005,96781200
2013-04-25,158.339996,159.270004,158.100006,158.520004,143.459244,131060600
2013-04-26,158.330002,158.600006,157.729996,158.240005,143.205841,95918800
2013-04-29,158.669998,159.649994,158.419998,159.300003,144.165131,88572800
2013-04-30,159.270004,159.720001,158.610001,159.679993,144.509003,116010700
2013-05-01,159.330002,159.410004,158.100006,158.279999,143.242065,138874200
2013-05-02,158.679993,159.889999,158.529999,159.750000,144.572357,96407600
2013-05-03,161.139999,161.880005,159.779999,161.369995,146.038452,144202300
2013-05-06,161.490005,162.009995,161.419998,161.779999,146.409485,66882100
2013-05-07,162.130005,162.649994,161.669998,162.600006,147.151611,90359200
2013-05-08,162.419998,163.389999,162.330002,163.339996,147.821304,97419200
2013-05-09,163.270004,163.699997,162.470001,162.880005,147.404968,106738600
2013-05-10,162.990005,163.550003,162.509995,163.410004,147.884644,103203000
2013-05-13,163.199997,163.809998,162.820007,163.539993,148.002274,81843200
2013-05-14,163.669998,165.350006,163.669998,165.229996,149.531723,119000900
2013-05-15,164.960007,166.449997,164.910004,166.119995,150.337158,120718500
2013-05-16,165.779999,166.360001,165.089996,165.339996,149.631256,109913600
2013-05-17,165.949997,167.039993,165.729996,166.940002,151.079254,129801000
2013-05-20,166.779999,167.580002,166.610001,166.929993,151.070190,85071200
2013-05-21,167.080002,167.800003,166.500000,167.169998,151.287399,95804200
2013-05-22,167.339996,169.070007,165.169998,165.929993,150.165207,244031800
2013-05-23,164.160004,165.910004,163.940002,165.449997,149.730835,211064400
2013-05-24,164.470001,165.380005,163.979996,165.309998,149.604111,151573900
2013-05-28,167.039993,167.779999,165.809998,166.300003,150.500061,143679800
2013-05-29,165.419998,165.800003,164.339996,165.220001,149.522690,160363400
2013-05-30,165.350006,166.589996,165.220001,165.830002,150.074753,107793800
2013-05-31,165.369995,166.309998,163.130005,163.449997,147.920853,176850100
2013-06-03,163.830002,164.460007,162.660004,164.350006,148.735321,168390700
2013-06-04,164.440002,165.100006,162.729996,163.559998,148.020416,157631500
2013-06-05,163.089996,163.419998,161.130005,161.270004,145.947968,211737800
2013-06-06,161.199997,162.740005,160.250000,162.729996,147.269257,200225500
2013-06-07,163.850006,164.949997,163.139999,164.800003,149.142624,188337800
2013-06-10,165.309998,165.399994,164.369995,164.800003,149.142624,105667100
2013-06-11,163.300003,164.539993,162.740005,163.100006,147.604111,159505400
2013-06-12,164.220001,164.389999,161.600006,161.750000,146.382355,177361500
2013-06-13,161.660004,164.500000,161.300003,164.210007,148.608643,163587800
2013-06-14,164.029999,164.669998,162.910004,163.179993,147.676483,141197500
2013-06-17,164.289993,165.220001,163.220001,164.440002,148.816803,136295600
2013-06-18,164.529999,165.990005,164.520004,165.740005,149.993271,114695600
2013-06-19,165.600006,165.889999,163.380005,163.449997,147.920853,206149500
2013-06-20,161.860001,163.470001,158.979996,159.399994,144.255630,321255900
2013-06-21,159.639999,159.759995,157.470001,159.070007,144.718719,271956800
2013-06-24,157.410004,158.429993,155.729996,157.059998,142.890045,222329000
2013-06-25,158.479996,160.100006,157.419998,158.570007,144.263824,162262200
2013-06-26,159.869995,160.500000,159.250000,160.139999,145.692184,134848000
2013-06-27,161.100006,161.820007,160.949997,161.080002,146.547394,129483700
2013-06-28,160.630005,161.399994,159.860001,160.419998,145.946899,160402900
2013-07-01,161.259995,162.479996,161.080002,161.360001,146.802094,131954800
2013-07-02,161.119995,162.300003,160.500000,161.210007,146.665665,154863700
2013-07-03,160.479996,161.770004,160.220001,161.279999,146.729324,75216400
2013-07-05,162.470001,163.080002,161.300003,163.020004,148.312286,122416900
2013-07-08,163.860001,164.389999,163.080002,163.949997,149.158432,108092500
2013-07-09,164.979996,165.330002,164.270004,165.130005,150.231949,119298000
2013-07-10,164.970001,165.750000,164.630005,165.190002,150.286560,121410100
2013-07-11,167.110001,167.610001,165.179993,167.440002,152.333588,135592200
2013-07-12,167.389999,167.929993,167.130005,167.509995,152.397247,104212700
2013-07-15,167.970001,168.389999,167.679993,168.149994,152.979492,69450600
2013-07-16,168.259995,168.360001,167.070007,167.520004,152.406311,88702100
2013-07-17,168.160004,168.479996,167.729996,167.949997,152.797546,92873900
2013-07-18,168.309998,169.270004,168.199997,168.869995,153.634521,103620100
2013-07-19,168.520004,169.229996,168.309998,169.169998,153.907486,103831700
2013-07-22,169.410004,169.740005,169.009995,169.500000,154.207718,79428600
2013-07-23,169.800003,169.830002,169.050003,169.139999,153.880188,80829700
2013-07-24,169.789993,169.860001,168.179993,168.520004,153.316132,112914000
2013-07-25,168.220001,169.080002,167.940002,168.929993,153.689133,111088600
2013-07-26,168.220001,169.160004,167.520004,169.110001,153.852905,107814600
2013-07-29,168.679993,169.059998,168.110001,168.589996,153.379807,79695000
2013-07-30,169.100006,169.279999,168.190002,168.589996,153.379807,85209600
2013-07-31,168.940002,169.850006,168.490005,168.710007,153.488983,142388700
2013-08-01,169.990005,170.809998,169.899994,170.660004,155.263062,110438400
2013-08-02,170.279999,170.970001,170.050003,170.949997,155.526932,91116700
2013-08-05,170.570007,170.960007,170.350006,170.699997,155.299438,54072700
2013-08-06,170.369995,170.740005,169.350006,169.729996,154.416977,87495000
2013-08-07,169.190002,169.429993,168.550003,169.179993,153.916580,84854700
2013-08-08,169.979996,170.179993,168.929993,169.800003,154.480667,102181300
2013-08-09,169.580002,170.100006,168.720001,169.309998,154.034836,91757700
2013-08-12,168.460007,169.309998,168.380005,169.110001,153.852905,68593300
2013-08-13,169.410004,169.899994,168.410004,169.610001,154.307831,80806000
2013-08-14,169.529999,169.800003,168.699997,168.740005,153.516281,79829200
2013-08-15,167.410004,167.429993,166.089996,166.380005,151.369186,152931800
2013-08-16,166.059998,166.630005,165.500000,165.830002,150.868820,130868200
2013-08-19,165.639999,166.210007,164.759995,164.770004,149.904480,96437600
2013-08-20,165.039993,166.199997,164.860001,165.580002,150.641388,89294400
2013-08-21,165.119995,166.029999,164.190002,164.559998,149.713364,159530500
2013-08-22,164.899994,166.300003,164.889999,166.059998,151.078064,101471400
2013-08-23,166.550003,166.830002,165.770004,166.619995,151.587555,90888900
2013-08-26,166.789993,167.300003,165.889999,166.000000,151.023468,89702100
2013-08-27,164.360001,166.000000,163.210007,163.330002,148.594345,158619400
2013-08-28,163.259995,164.490005,163.050003,163.910004,149.122055,108113000
2013-08-29,163.550003,165.039993,163.399994,164.169998,149.358582,119200500
2013-08-30,164.509995,164.529999,163.169998,163.649994,148.885513,134928900
2013-09-03,165.229996,165.580002,163.699997,164.389999,149.558746,142375100
2013-09-04,164.429993,166.029999,164.130005,165.750000,150.796051,97389400
2013-09-05,165.850006,166.399994,165.729996,165.960007,150.987122,63090500
2013-09-06,166.509995,166.979996,164.479996,166.039993,151.059875,159756500
2013-09-09,166.449997,167.729996,166.449997,167.630005,152.506378,87559300
2013-09-10,168.639999,168.899994,168.259995,168.869995,153.634521,105847200
2013-09-11,168.639999,169.399994,168.350006,169.399994,154.116745,94545900
2013-09-12,169.339996,169.559998,168.720001,168.949997,153.707321,83209000
2013-09-13,169.130005,169.460007,168.740005,169.330002,154.053070,72727800
2013-09-16,171.160004,171.240005,170.039993,170.309998,154.944611,106299200
2013-09-17,170.460007,171.110001,170.460007,171.070007,155.636063,82523300
2013-09-18,171.009995,173.520004,170.580002,173.050003,157.437439,203460600
2013-09-19,173.520004,173.600006,172.589996,172.759995,157.173599,146616900
2013-09-20,172.330002,172.330002,170.580002,170.720001,156.074661,132867100
2013-09-23,170.490005,170.649994,169.389999,169.929993,155.352417,104616500
2013-09-24,169.899994,170.529999,169.210007,169.529999,154.986740,106333100
2013-09-25,169.639999,169.979996,168.889999,169.039993,154.538788,117306500
2013-09-26,169.320007,170.169998,169.050003,169.690002,155.133026,77146900
2013-09-27,168.839996,169.139999,168.470001,168.910004,154.419937,99141800
2013-09-30,167.479996,168.539993,167.149994,168.009995,153.597168,143937000
2013-10-01,168.139999,169.500000,167.970001,169.339996,154.813034,127160000
2013-10-02,168.350006,169.339996,167.830002,169.179993,154.666763,113350000
2013-10-03,168.789993,168.940002,166.839996,167.619995,153.240601,176698000
2013-10-04,167.750000,169.059998,167.529999,168.889999,154.401627,96878000
2013-10-07,167.419998,168.449997,167.250000,167.429993,153.066910,96295000
2013-10-08,167.399994,167.619995,165.360001,165.479996,151.284210,178015000
2013-10-09,165.800003,166.199997,164.529999,165.600006,151.393875,168973000
2013-10-10,167.289993,169.259995,167.229996,169.169998,154.657639,195955000
2013-10-11,168.910004,170.320007,168.770004,170.259995,155.654144,105040000
2013-10-14,169.210007,171.080002,169.080002,170.940002,156.275818,112106000
2013-10-15,170.509995,171.149994,169.470001,169.699997,155.142181,155485000
2013-10-16,170.720001,172.160004,170.639999,172.070007,157.308868,161676000
2013-10-17,171.369995,173.320007,171.339996,173.220001,158.360184,129389000
2013-10-18,173.860001,174.509995,173.509995,174.389999,159.429840,138316000
2013-10-21,174.449997,174.750000,174.009995,174.399994,159.438965,104104000
2013-10-22,174.910004,175.929993,174.429993,175.410004,160.362335,126663000
2013-10-23,174.809998,174.889999,173.960007,174.570007,159.594376,105484000
2013-10-24,174.919998,175.369995,174.509995,175.149994,160.124619,70350000
2013-10-25,175.509995,176.000000,175.169998,175.949997,160.856018,93625000
2013-10-28,175.889999,176.470001,175.699997,176.229996,161.111984,84979000
2013-10-29,176.630005,177.240005,176.380005,177.169998,161.971359,87401000
2013-10-30,177.380005,177.509995,175.660004,176.289993,161.166824,140002000
2013-10-31,176.149994,176.889999,175.529999,175.789993,160.709732,133795000
2013-11-01,176.020004,176.610001,175.220001,176.210007,161.093735,142805000
2013-11-04,176.690002,176.899994,175.979996,176.830002,161.660507,85677000
2013-11-05,176.139999,176.750000,175.570007,176.270004,161.148544,85825000
2013-11-06,177.029999,177.500000,176.539993,177.169998,161.971359,87348000
2013-11-07,177.500000,177.639999,174.759995,174.929993,159.923508,157000000
2013-11-08,174.869995,177.309998,174.850006,177.289993,162.081085,136713000
2013-11-11,177.119995,177.529999,176.910004,177.320007,162.108505,62614000
2013-11-12,176.940002,177.360001,176.369995,176.960007,161.779373,83990000
2013-11-13,176.089996,178.429993,176.089996,178.380005,163.077545,103844000
2013-11-14,178.539993,179.419998,178.250000,179.270004,163.891174,103435000
2013-11-15,179.559998,180.119995,179.330002,180.050003,164.604309,102818000
2013-11-18,180.350006,180.500000,179.020004,179.419998,164.028336,104796000
2013-11-19,179.330002,179.869995,178.720001,179.029999,163.671799,93891000
2013-11-20,179.389999,179.929993,177.979996,178.470001,163.159836,124909000
2013-11-21,178.970001,180.050003,178.860001,179.910004,164.476273,92841000
2013-11-22,179.979996,180.830002,179.770004,180.809998,165.299072,81296000
2013-11-25,181.130005,181.169998,180.369995,180.630005,165.134521,79486000
2013-11-26,180.720001,181.220001,180.410004,180.679993,165.180222,86994000
2013-11-27,180.869995,181.240005,180.649994,181.119995,165.582504,58800000
2013-11-29,181.320007,181.750000,180.800003,181.000000,165.472778,55870900
2013-12-02,181.089996,181.429993,180.250000,180.529999,165.043106,99726000
2013-12-03,179.940002,180.389999,179.169998,179.750000,164.330032,116563000
2013-12-04,179.100006,180.479996,178.350006,179.729996,164.311707,123033000
2013-12-05,179.410004,179.740005,178.770004,178.940002,163.589508,106934000
2013-12-06,180.669998,181.110001,180.149994,180.940002,165.417953,127728000
2013-12-09,181.470001,181.669998,181.160004,181.399994,165.838455,70124000
2013-12-10,180.979996,181.360001,180.639999,180.750000,165.244247,80976000
2013-12-11,180.820007,180.850006,178.500000,178.720001,163.388351,130591000
2013-12-12,178.639999,178.860001,177.759995,178.130005,162.848984,115565000
2013-12-13,178.500000,178.660004,177.770004,178.110001,162.830704,107808000
2013-12-16,178.949997,179.809998,178.899994,179.220001,163.845490,96195000
2013-12-17,179.380005,179.410004,178.250000,178.649994,163.324341,89886000
2013-12-18,178.919998,181.729996,177.320007,181.699997,166.112747,234906000
2013-12-19,181.179993,181.699997,180.710007,181.490005,165.920746,136531200
2013-12-20,180.690002,181.990005,180.570007,181.559998,166.886108,197087000
2013-12-23,182.449997,182.639999,182.070007,182.529999,167.777695,85598000
2013-12-24,182.539993,183.009995,182.529999,182.929993,168.145401,45368800
2013-12-26,183.339996,183.960007,183.320007,183.860001,169.000244,63365000
2013-12-27,184.100006,184.179993,183.660004,183.850006,168.991043,61814000
2013-12-30,183.869995,184.020004,183.580002,183.820007,168.963486,56857000
2013-12-31,184.070007,184.690002,183.929993,184.690002,169.763153,86119900
2014-01-02,183.979996,184.070007,182.479996,182.919998,168.136200,119636900
2014-01-03,183.229996,183.600006,182.630005,182.889999,168.108597,81390600
2014-01-06,183.490005,183.559998,182.080002,182.360001,167.621475,108028200
2014-01-07,183.089996,183.789993,182.949997,183.479996,168.650955,86144200
2014-01-08,183.449997,183.830002,182.889999,183.520004,168.687714,96582300
2014-01-09,184.110001,184.130005,182.800003,183.639999,168.798050,90683400
2014-01-10,183.949997,184.220001,183.009995,184.139999,169.257614,102026400
2014-01-13,183.669998,184.179993,181.339996,181.690002,167.005615,149892000
2014-01-14,182.289993,183.770004,181.949997,183.669998,168.825577,105016100
2014-01-15,184.100006,184.940002,183.710007,184.660004,169.735596,98525800
2014-01-16,184.279999,184.660004,183.830002,184.419998,169.514984,72290600
2014-01-17,184.100006,184.449997,183.320007,183.639999,168.798050,107848700
2014-01-21,184.699997,184.770004,183.050003,184.179993,169.294373,88621200
2014-01-22,184.490005,184.570007,183.910004,184.300003,169.404663,61270900
2014-01-23,183.369995,183.399994,181.820007,182.789993,168.016678,132496900
2014-01-24,181.600006,181.660004,178.830002,178.889999,164.431885,208677100
2014-01-27,179.059998,179.520004,177.119995,178.009995,163.623032,180843100
2014-01-28,178.139999,179.300003,178.119995,179.070007,164.597397,110463200
2014-01-29,177.580002,178.550003,176.880005,177.350006,163.016373,216597300
2014-01-30,178.830002,179.809998,178.259995,179.229996,164.744446,118938100
2014-01-31,177.009995,179.289993,176.919998,178.179993,163.779282,194677900
2014-02-03,177.970001,178.369995,173.830002,174.169998,160.093399,254837100
2014-02-04,174.949997,175.839996,174.110001,175.389999,161.214783,165012400
2014-02-05,174.779999,175.559998,173.710007,175.169998,161.012573,164230500
2014-02-06,175.580002,177.479996,175.220001,177.479996,163.135895,132877600
2014-02-07,178.309998,179.869995,177.729996,179.679993,165.158081,170787200
2014-02-10,179.699997,180.070007,179.210007,180.009995,165.461380,92218800
2014-02-11,180.160004,182.440002,180.039993,181.979996,167.272202,117814100
2014-02-12,182.250000,182.830002,181.710007,182.070007,167.354904,94717700
2014-02-13,180.839996,183.199997,180.830002,183.009995,168.218933,100542200
2014-02-14,182.839996,184.360001,182.669998,184.020004,169.147324,96498400
2014-02-18,184.179993,184.490005,183.649994,184.240005,169.349564,80460900
2014-02-19,183.759995,184.949997,182.869995,183.020004,168.228134,126524300
2014-02-20,183.270004,184.520004,182.600006,184.100006,169.220856,104998100
2014-02-21,184.449997,184.889999,183.800003,183.889999,169.027817,118116400
2014-02-24,184.279999,186.149994,184.199997,184.910004,169.965378,114063900
2014-02-25,185.059998,185.589996,184.229996,184.839996,169.901031,117085000
2014-02-26,185.110001,185.600006,184.330002,184.850006,169.910233,98677200
2014-02-27,184.580002,185.869995,184.369995,185.820007,170.801804,93880800
2014-02-28,185.789993,187.149994,185.050003,186.289993,171.233856,150842000
